SwUFn ID	함수명	Prototype(발췌)	계층	현재 Related ID	SwFn 후보 (검증 후 택1)	비고	팀 확정
SwUFn_13108	s_Ap_PreviousCtrl_ResetCounters_Group1	static void s_Ap_PreviousCtrl_ResetCounters_Group1(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13109	s_Ap_PreviousCtrl_ResetCounters_Group2	static void s_Ap_PreviousCtrl_ResetCounters_Group2(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13110	s_Ap_PreviousCtrl_ResetCounters_Group3	static void s_Ap_PreviousCtrl_ResetCounters_Group3(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13100	s_Ap_PreviousCtrl_ResetEepromParams	static void s_Ap_PreviousCtrl_ResetEepromParams(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13140	s_Ap_PreviousCtrl_ResetEnvState	static void s_Ap_PreviousCtrl_ResetEnvState(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1398	s_Ap_PreviousCtrl_ResetFlags	static void s_Ap_PreviousCtrl_ResetFlags(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1374	s_ApplyTemperatureCompensation	static void s_ApplyTemperatureCompensation(U16 *u16p_Peak, U16 *u16p_S	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13104	s_AreAllWindowsClosed	static U8 s_AreAllWindowsClosed(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13138	s_AreThreeDoorsClosed	static U8 s_AreThreeDoorsClosed(U8 u8t_Door1, U8 u8t_Door2, U8 u8t_Doo	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1360	s_AutoStop_LinCMDCheck	static void s_AutoStop_LinCMDCheck( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1379	s_CheckCloseOverloadCondition	static U8 s_CheckCloseOverloadCondition(const CloseOverloadParam_t *pP	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1375	s_CheckOpenOverloadCondition	static U8 s_CheckOpenOverloadCondition(U16 u16_Current, U16 u16_Peak,	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1386	s_CompensateThermalThreshold	static U16 s_CompensateThermalThreshold(U16 u16t_EepromThreshold)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13131	s_DampingDetect_HandleHolding	static void s_DampingDetect_HandleHolding( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13130	s_DampingDetect_HandleIdle	static void s_DampingDetect_HandleIdle( U8 u8t_DampingAllowed )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13132	s_DampingDetect_ResetState	static void s_DampingDetect_ResetState( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13129	s_DecelerationDetect_UpdateSpeedFlag	static void s_DecelerationDetect_UpdateSpeedFlag( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13128	s_DecelerationDetect_UpdateTrend	static void s_DecelerationDetect_UpdateTrend( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1353	s_DoorMovingCheck	static void s_DoorMovingCheck( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13119	s_DoorMovingCloseCheck	static S8 s_DoorMovingCloseCheck(S16 s16_PosDiff, S16 s16_CloseStep, S	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13118	s_DoorMovingOpenCheck	static S8 s_DoorMovingOpenCheck(S16 s16_PosDiff, S16 s16_OpenStep, S16	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13112	s_DoorStopPosition_Init	static void s_DoorStopPosition_Init(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13113	s_DoorStopPosition_Stage1	static void s_DoorStopPosition_Stage1(S16 *ps16_Result)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13114	s_DoorStopPosition_Stage2	static void s_DoorStopPosition_Stage2(S16 *ps16_Result)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13115	s_DoorStopPosition_Stage3	static void s_DoorStopPosition_Stage3(S16 *ps16_Result)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1362	s_Env_A_EnvironmentalChecks	static void s_Env_A_EnvironmentalChecks(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1361	s_Env_A_SensorReadings	static void s_Env_A_SensorReadings(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1395	s_Env_B_BuzzerChecks	static void s_Env_B_BuzzerChecks(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1364	s_Env_B_ProtectionChecks	static void s_Env_B_ProtectionChecks(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1363	s_Env_B_SafetyChecks	static void s_Env_B_SafetyChecks(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1365	s_Env_B_ThermalChecks	static void s_Env_B_ThermalChecks(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1368	s_ExecutePositionChecks	static void s_ExecutePositionChecks(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1367	s_ExecuteProtectionChecks	static void s_ExecuteProtectionChecks(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1378	s_GetCloseCurrentThreshold	static U16 s_GetCloseCurrentThreshold(U16 *u16p_Peak, U16 *u16p_Starti	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1377	s_GetCloseIgnoreTime	static U16 s_GetCloseIgnoreTime(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13127	s_GetCloseOverloadResult	static U8 s_GetCloseOverloadResult(U16 u16_Current, U16 u16_Starting,	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13105	s_GetCompensateLevel_WindowClosed	static U8 s_GetCompensateLevel_WindowClosed(U8 u8_Level)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13106	s_GetCompensateLevel_WindowOpen	static U8 s_GetCompensateLevel_WindowOpen(U8 u8_Level)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13117	s_GetDoorMovingCloseSteps	static void s_GetDoorMovingCloseSteps(S16 *ps16_CloseStep, S16 *ps16_C	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13116	s_GetDoorMovingOpenSteps	static void s_GetDoorMovingOpenSteps(S16 *ps16_OpenStep, S16 *ps16_Ope	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13139	s_GetEnvTemperature	static void s_GetEnvTemperature( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1396	s_GetOpenCurrentThreshold	static void s_GetOpenCurrentThreshold(U16 *u16p_Peak, U16 *u16p_Starti	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13123	s_GetOpenOverloadResult	static U8 s_GetOpenOverloadResult(U16 u16_Current, U16 u16_Starting, U	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1383	s_GetSlopeType	static void s_GetSlopeType(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13103	s_IsAllDoorsClosedForDeviceType	static U8 s_IsAllDoorsClosedForDeviceType(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13124	s_IsCloseOverloadBasicFail	static U8 s_IsCloseOverloadBasicFail(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13125	s_IsCloseOverloadPrecondition	static U8 s_IsCloseOverloadPrecondition(U16 u16_Current, U16 u16_Peak,	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13126	s_IsCloseOverloadTimeOk	static U8 s_IsCloseOverloadTimeOk(U16 u16_IgnoreTm, U16 u16_Current)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13102	s_IsDoorClosed	static U8 s_IsDoorClosed(U8 u8t_DoorState)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1346	s_IsDoorMoving_FullLatch	static void s_IsDoorMoving_FullLatch( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1348	s_IsDrMov_FullLatch_MoveChk	void s_IsDrMov_FullLatch_MoveChk( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1349	s_IsDrMov_FullLatch_StopChk	void s_IsDrMov_FullLatch_StopChk( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1347	s_IsDrMov_FullLatch_StopPosChk	void s_IsDrMov_FullLatch_StopPosChk( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13120	s_IsOpenOverloadBasicFail	static U8 s_IsOpenOverloadBasicFail(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13122	s_IsOpenOverloadEarlyTime	static U8 s_IsOpenOverloadEarlyTime(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13121	s_IsOpenOverloadSpeedFail	static U8 s_IsOpenOverloadSpeedFail(U16 u16_Current, U16 u16_Peak)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1321	s_MotorOverHeatActiveHoldCheck	static void s_MotorOverHeatActiveHoldCheck( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1384	s_MotorOverHeatActiveHoldPostActionCheck	static void s_MotorOverHeatActiveHoldPostActionCheck( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1320	s_MotorOverHeatCheck	static void s_MotorOverHeatCheck( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1387	s_MotorTemperatureSelect	static void s_MotorTemperatureSelect( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1388	s_MotorTemperatureSelect1Min	static void s_MotorTemperatureSelect1Min( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1329	s_OverOpenCheck	static void s_OverOpenCheck(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13143	s_PlayProtectI2tScoreUpdate	static void s_PlayProtectI2tScoreUpdate(U32 u32t_AddScore)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13145	s_PlayProtectMotorThermalStressChk	static void s_PlayProtectMotorThermalStressChk(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13141	s_PlayProtectTempTrendChk	static void s_PlayProtectTempTrendChk(U16 u16t_MotorTemp)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13150	s_PlayProtectTimeOverMonitor	static void s_PlayProtectTimeOverMonitor(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1369	s_PreviousCtrl_ActiveStateChecks	static void s_PreviousCtrl_ActiveStateChecks(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1366	s_PreviousCtrl_BasicChecks	static void s_PreviousCtrl_BasicChecks(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
