SwUFn ID	함수명	현재 Related ID	계층(자동판정 — 휴리스틱이며 확정 아님, 오분류 발견 시 알려주십시오)	제외 사유
SwUFn_2205	ADC_MONITOR_HWEnDi	SWCOM_22	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0226	g_DrvIn_DRV8706SQ_Init_Left	SWCOM_02	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0916	g_PLLOnWakeNotify	SWCOM_09	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3517	lin_lld_sci_init	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3539	LinInit	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3543	LinInt_PrepareResponsePending	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3544	LinInt_StartInterruptMode	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3545	LinInt_StopInterruptMode	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35173	LinRawToTp	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3541	LinRecv	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3540	LinSend	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3542	LinSendForProgSession	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35170	LinTpMsgInit	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1718	PE_Determine_Reset_Source	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1717	PE_Get_Reset_Source	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1713	PE_Initialize_Communication	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1712	PE_Initialize_Core	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1720	PE_Initialize_GPIO	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1721	PE_Initialize_GPIO_Part1	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1722	PE_Initialize_GPIO_Part2	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1719	PE_Initialize_Interrupt_Priorities	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1715	PE_Initialize_Motor_PWM	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1716	PE_Initialize_Peripherals	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1714	PE_Initialize_Timers	SWCOM_17	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1802	PL0_WAKE_UP_OnInterrupt	SWCOM_18	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_2402	PP1_BUZZER_PWM_Disable	SWCOM_24	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_2401	PP1_BUZZER_PWM_Enable	SWCOM_24	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_2404	PP1_BUZZER_PWM_Init	SWCOM_24	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_2403	PP1_BUZZER_PWM_SetRatio16	SWCOM_24	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_2406	PP1_SetRatio	SWCOM_24	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_2305	PP2_SetRatio	SWCOM_23	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_2306	PP4_SetRatio	SWCOM_23	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1801	PT6_MOTOR_SPEED_OnCapture	SWCOM_18	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3505	RTI_CheckTimer	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3503	RTI_Disable	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3504	RTI_Enable	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3502	RTI_Init	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0310	s_ApiIn_LinRx_ProcessSbcmMsg	SWCOM_03	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0311	s_ApiIn_LinRx_ProcessSbcmMsg2	SWCOM_03	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0438	s_ApiIn_PackSBCM0Bytes	SWCOM_04	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0437	s_ApiIn_ReadSBCM0RawSignals	SWCOM_04	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1222	s_DriveIC_ClearFaults	SWCOM_12	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0224	s_DrvIn_SPI_WriteDrv8706	SWCOM_02	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0225	s_DrvIn_SPI_WriteIIM20670	SWCOM_02	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0804	s_DrvOut_SetPWMDutyDirect	SWCOM_08	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0217	s_IIM20670_Init	SWCOM_02	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0713	s_LinTx_DTC_ProcessTable	SWCOM_07	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0706	s_LinTx_DTC_WriteBuzzerError	SWCOM_07	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0705	s_LinTx_DTC_WriteHallSensorError	SWCOM_07	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0704	s_LinTx_DTC_WriteHighVoltage	SWCOM_07	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0707	s_LinTx_DTC_WriteMotorCircuitOpen	SWCOM_07	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0709	s_LinTx_DTC_WriteMotorOutShortHigh	SWCOM_07	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0708	s_LinTx_DTC_WriteMotorOutShortLow	SWCOM_07	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0712	s_LinTx_DTC_WriteOverCurrent	SWCOM_07	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0805	s_PWM_SetFrequency	SWCOM_08	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3546	SCI0_ISR	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3519	SCI_T_Bytes	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1803	SPICtrlTimer_OnInterrupt	SWCOM_18	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3514	TIM0_Ch0_ISR	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3513	TIM0_GetNextCompareValue	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3510	TIM0_Init	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3511	TIM0_Start	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3512	TIM0_Stop	SWCOM_35	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0403	u16s_AdcToVoltage	SWCOM_04	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1223	u16s_DriveIC_StateHandler	SWCOM_12	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0439	u8s_ApiIn_CalcSBCM0Crc	SWCOM_04	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0920	u8s_CpuOscStatusCheck	SWCOM_09	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0919	u8s_CpuPllStatusCheck	SWCOM_09	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0921	u8s_CpustatusCheckIn1Min	SWCOM_09	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1221	u8s_DriveIC_DetectError	SWCOM_12	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0427	u8s_E2E_AC_ProFileCheck_SBCM0	SWCOM_04	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0428	u8s_E2E_AC_ProFileCheck_SBCM1	SWCOM_04	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0429	u8s_E2E_CRC_ProFileCheck_SBCM0	SWCOM_04	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0430	u8s_E2E_CRC_ProFileCheck_SBCM1	SWCOM_04	BSW_DRIVER	기본 SW 드라이버(타이머/SPI/포트/ISR) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0132	g_Lib_Sha256_Nb_Reset	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1177	g_Lib_u16bit_ArrayClear	SWCOM_11	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1176	g_Lib_u8bit_ArrayClear	SWCOM_11	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0409	s16s_ApiIn_MotorCurrent_Conv	SWCOM_04	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1187	s_Lib_SafeWriteQueue_ProcessEntry	SWCOM_11	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_1188	s_Lib_SafeWriteQueue_ProcessSafeWrites	SWCOM_11	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0142	s_sha256_accumulate_state	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0133	s_sha256_add_u32_mod	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0140	s_sha256_expand_word	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0125	s_sha256_final	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0126	s_Sha256_Hash_Init	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0123	s_sha256_init	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0141	s_sha256_round_step	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0134	s_sha256_sub_u32_guarded	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0122	s_sha256_transform	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0124	s_sha256_update	SWCOM_01	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0431	s_VsupMovingAverage8_FC	SWCOM_04	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35168	StdUtilCopyData	SWCOM_35	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35169	StdUtilDataSet	SWCOM_35	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0411	u16s_ApiIn_ActivePwrMon_Conv	SWCOM_04	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0410	u16s_ApiIn_BuzzLvl_Conv	SWCOM_04	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0416	u16s_ApiIn_MotorFB_Conv	SWCOM_04	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0607	u16s_ApiOut_MotorPwmDuty_Conv	SWCOM_13	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0219	u16s_MotorSpeed_MovingAverage	SWCOM_02	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0425	u8g_Lib_s16bit_RangeCheck	SWCOM_04	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0424	u8g_Lib_u16bit_RangeCheck	SWCOM_04	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0423	u8g_Lib_u8bit_RangeCheck	SWCOM_04	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_0608	u8s_ApiOut_MotorCtrl_Conv	SWCOM_13	LIB_UTIL	범용 라이브러리(해시/문자열/유틸) — 앱 기능 설계(SwFn)의 대상이 아님
